Provider_ID,Name,Type,Address,City,Contact,Food_ID,Food_Name,Quantity,Expiry_Date,Provider_Type,Location,Food_Type,Meal_Type
752,Butler-Richardson,Grocery Store,"99213 George Spurs Suite 321
Petersenberg, MA 55289",East Heatherport,+1-268-505-2616,832,Fish,19,2025-03-16,Grocery Store,East Heatherport,Non-Vegetarian,Breakfast
752,Butler-Richardson,Grocery Store,"99213 George Spurs Suite 321
Petersenberg, MA 55289",East Heatherport,+1-268-505-2616,835,Vegetables,17,2025-03-29,Grocery Store,East Heatherport,Vegetarian,Lunch
753,Lawrence-Clark,Supermarket,"699 Brooks Parkway
Davisside, AL 18704",South Randy,122-170-5452x33780,820,Fruits,46,2025-03-27,Supermarket,South Randy,Non-Vegetarian,Lunch
754,Rodriguez and Sons,Restaurant,"210 Dickerson Pine
Port Troy, KY 22574",North Sharonburgh,477.309.3018x208,554,Soup,31,2025-03-20,Restaurant,North Sharonburgh,Non-Vegetarian,Breakfast
758,Todd Group,Catering Service,"Unit 6259 Box 3832
DPO AE 28167",Port Patrick,236.722.8623,39,Bread,48,2025-03-22,Catering Service,Port Patrick,Non-Vegetarian,Breakfast
758,Todd Group,Catering Service,"Unit 6259 Box 3832
DPO AE 28167",Port Patrick,236.722.8623,628,Fish,5,2025-03-16,Catering Service,Port Patrick,Non-Vegetarian,Snacks
758,Todd Group,Catering Service,"Unit 6259 Box 3832
DPO AE 28167",Port Patrick,236.722.8623,959,Pasta,26,2025-03-18,Catering Service,Port Patrick,Vegan,Breakfast
760,Frederick LLC,Supermarket,"6559 Matthew Turnpike
Johnsonchester, AK 98520",Yatesside,784.860.0232x137,302,Bread,31,2025-03-23,Supermarket,Yatesside,Vegan,Snacks
761,"Abbott, Brooks and Moreno",Catering Service,"07566 Pacheco Port Apt. 447
Jenniferstad, VT 74898",New Zachary,(605)444-5107,315,Salad,47,2025-03-18,Catering Service,New Zachary,Vegetarian,Dinner
762,Simmons Group,Restaurant,"86763 Johnson Ramp Suite 259
Adamberg, CT 79300",West Lucasville,002.503.5955x077,723,Pasta,2,2025-03-25,Restaurant,West Lucasville,Vegetarian,Breakfast
763,Manning Ltd,Restaurant,"91482 Adam Light Suite 699
Robertberg, MA 25709",Josephburgh,187-286-3552,127,Rice,48,2025-03-30,Restaurant,Josephburgh,Vegan,Snacks
764,"Villegas, Chen and Campos",Restaurant,"5698 Trevor Ridges
Samanthaburgh, VT 05005",New Travisshire,(619)661-4594x325,799,Chicken,5,2025-03-17,Restaurant,New Travisshire,Vegetarian,Breakfast
764,"Villegas, Chen and Campos",Restaurant,"5698 Trevor Ridges
Samanthaburgh, VT 05005",New Travisshire,(619)661-4594x325,924,Fish,3,2025-03-20,Restaurant,New Travisshire,Vegetarian,Dinner
765,Wong-Wilson,Grocery Store,"1663 Lindsey Knoll Suite 148
South Emmachester, LA 53472",South Douglashaven,693-832-6017x426,654,Bread,2,2025-03-26,Grocery Store,South Douglashaven,Vegetarian,Dinner
766,Parker Group,Catering Service,"017 David Crossing Suite 956
South Debraview, MO 17664",Jonathanmouth,197.775.7862x84876,342,Vegetables,5,2025-03-27,Catering Service,Jonathanmouth,Vegetarian,Lunch
766,Parker Group,Catering Service,"017 David Crossing Suite 956
South Debraview, MO 17664",Jonathanmouth,197.775.7862x84876,349,Vegetables,33,2025-03-18,Catering Service,Jonathanmouth,Vegetarian,Breakfast
768,"Davis, Hughes and Leblanc",Restaurant,"64539 Sabrina Rest
Port Dennisfort, FL 23814",South Danielle,450-388-2214,246,Salad,50,2025-03-28,Restaurant,South Danielle,Non-Vegetarian,Snacks
768,"Davis, Hughes and Leblanc",Restaurant,"64539 Sabrina Rest
Port Dennisfort, FL 23814",South Danielle,450-388-2214,274,Salad,37,2025-03-29,Restaurant,South Danielle,Vegan,Snacks
769,Andrews Inc,Catering Service,"26341 Angela Canyon
Wheelerland, RI 53891",Carrport,001-257-656-9260x6347,658,Vegetables,4,2025-03-26,Catering Service,Carrport,Non-Vegetarian,Dinner
770,Schneider-Suarez,Supermarket,"73422 Morgan Plains
East Destiny, SD 76863",East Melissa,001-597-658-2544x8112,363,Bread,24,2025-03-23,Supermarket,East Melissa,Non-Vegetarian,Breakfast
770,Schneider-Suarez,Supermarket,"73422 Morgan Plains
East Destiny, SD 76863",East Melissa,001-597-658-2544x8112,770,Dairy,30,2025-03-30,Supermarket,East Melissa,Non-Vegetarian,Lunch
770,Schneider-Suarez,Supermarket,"73422 Morgan Plains
East Destiny, SD 76863",East Melissa,001-597-658-2544x8112,838,Bread,38,2025-03-29,Supermarket,East Melissa,Vegetarian,Lunch
776,"Lee, Walker and Woodward",Supermarket,"Unit 7428 Box 9237
DPO AA 51656",Williamview,001-800-825-6958,741,Fish,21,2025-03-16,Supermarket,Williamview,Vegan,Breakfast
777,"Giles, Weiss and Brown",Catering Service,"44972 Lawrence Wall
West Joseph, NC 35887",Wilsonview,6766883967,699,Salad,32,2025-03-16,Catering Service,Wilsonview,Non-Vegetarian,Dinner
778,Blanchard-Parsons,Catering Service,"81800 Preston Land Apt. 698
Murphyport, MS 99875",Edwardsbury,1686096009,879,Chicken,21,2025-03-25,Catering Service,Edwardsbury,Non-Vegetarian,Dinner
779,Maynard LLC,Supermarket,"7357 Kimberly Estate
Williamtown, TX 45569",New Bobbytown,416.974.9320x8176,690,Fruits,43,2025-03-16,Supermarket,New Bobbytown,Vegetarian,Breakfast
779,Maynard LLC,Supermarket,"7357 Kimberly Estate
Williamtown, TX 45569",New Bobbytown,416.974.9320x8176,759,Chicken,36,2025-03-18,Supermarket,New Bobbytown,Non-Vegetarian,Snacks
780,Lee LLC,Catering Service,"056 Valentine Village Suite 407
Bryantmouth, RI 56149",North Caitlin,(125)745-1987x650,954,Rice,36,2025-03-25,Catering Service,North Caitlin,Vegan,Lunch
782,Wheeler-Galvan,Supermarket,"2915 Teresa Orchard Apt. 925
East Jacobmouth, AR 92844",North Mary,851.926.1633,231,Rice,33,2025-03-29,Supermarket,North Mary,Non-Vegetarian,Breakfast
783,Cooper LLC,Restaurant,"30047 Maldonado Mission Apt. 779
Lindamouth, CA 11952",Port Melanie,001-120-947-8177x14998,370,Fruits,35,2025-03-16,Restaurant,Port Melanie,Vegan,Lunch
783,Cooper LLC,Restaurant,"30047 Maldonado Mission Apt. 779
Lindamouth, CA 11952",Port Melanie,001-120-947-8177x14998,383,Vegetables,48,2025-03-19,Restaurant,Port Melanie,Vegan,Lunch
783,Cooper LLC,Restaurant,"30047 Maldonado Mission Apt. 779
Lindamouth, CA 11952",Port Melanie,001-120-947-8177x14998,522,Rice,7,2025-03-22,Restaurant,Port Melanie,Vegetarian,Lunch
784,"Wolfe, Hull and Richardson",Restaurant,"98375 Christine Mountains
New Kelly, MD 32374",Gibsonfort,649.210.2886x0203,703,Salad,35,2025-03-29,Restaurant,Gibsonfort,Vegetarian,Breakfast
785,Crane LLC,Catering Service,"32159 Bradley Canyon
Stevensonside, VA 33070",Lindseybury,001-004-545-5901x1754,120,Rice,30,2025-03-18,Catering Service,Lindseybury,Vegan,Lunch
785,Crane LLC,Catering Service,"32159 Bradley Canyon
Stevensonside, VA 33070",Lindseybury,001-004-545-5901x1754,291,Salad,12,2025-03-19,Catering Service,Lindseybury,Vegetarian,Breakfast
785,Crane LLC,Catering Service,"32159 Bradley Canyon
Stevensonside, VA 33070",Lindseybury,001-004-545-5901x1754,362,Chicken,29,2025-03-27,Catering Service,Lindseybury,Vegan,Snacks
786,Simmons-Davis,Restaurant,"788 Tiffany Spur Apt. 373
Port Matthew, NY 44804",Basstown,532.668.4291x87339,479,Salad,2,2025-03-18,Restaurant,Basstown,Vegetarian,Breakfast
786,Simmons-Davis,Restaurant,"788 Tiffany Spur Apt. 373
Port Matthew, NY 44804",Basstown,532.668.4291x87339,576,Salad,35,2025-03-24,Restaurant,Basstown,Non-Vegetarian,Lunch
788,Russell and Sons,Supermarket,"44158 Williams Plaza Apt. 122
Chavezhaven, LA 02481",New Michaelmouth,(201)501-1781,774,Dairy,2,2025-03-16,Supermarket,New Michaelmouth,Vegan,Breakfast
789,Blair Group,Grocery Store,"602 Maria Dam
Tinatown, WA 91444",Lake Maria,001-134-029-8765x104,968,Rice,45,2025-03-17,Grocery Store,Lake Maria,Non-Vegetarian,Lunch
791,Aguilar Group,Grocery Store,"292 Torres Village
Johnland, IL 09607",West James,(390)257-0518x4479,2,Soup,22,2025-03-24,Grocery Store,West James,Non-Vegetarian,Dinner
791,Aguilar Group,Grocery Store,"292 Torres Village
Johnland, IL 09607",West James,(390)257-0518x4479,965,Dairy,44,2025-03-24,Grocery Store,West James,Vegetarian,Lunch
792,Rogers-Maldonado,Catering Service,"9659 Reed Ridge
Waltersshire, MO 80569",Mortonfort,343-728-0009x45256,521,Vegetables,23,2025-03-17,Catering Service,Mortonfort,Vegan,Snacks
792,Rogers-Maldonado,Catering Service,"9659 Reed Ridge
Waltersshire, MO 80569",Mortonfort,343-728-0009x45256,736,Fruits,33,2025-03-24,Catering Service,Mortonfort,Non-Vegetarian,Snacks
793,Thomas-Flores,Grocery Store,"259 Walker Hollow
East Seth, AL 67266",West Brandon,567-080-9984x776,506,Fruits,37,2025-03-29,Grocery Store,West Brandon,Non-Vegetarian,Snacks
793,Thomas-Flores,Grocery Store,"259 Walker Hollow
East Seth, AL 67266",West Brandon,567-080-9984x776,738,Fruits,5,2025-03-24,Grocery Store,West Brandon,Vegan,Snacks
794,"Coleman, Williams and Nichols",Supermarket,"7897 Jenna Spring Suite 591
Jordanport, MA 64286",Woodport,3124904832,200,Bread,3,2025-03-24,Supermarket,Woodport,Non-Vegetarian,Dinner
794,"Coleman, Williams and Nichols",Supermarket,"7897 Jenna Spring Suite 591
Jordanport, MA 64286",Woodport,3124904832,958,Soup,19,2025-03-20,Supermarket,Woodport,Vegetarian,Lunch
795,Rollins-Mclaughlin,Catering Service,"9872 Reginald Locks Suite 116
Deniseland, CO 25700",Brownberg,728-509-6340x7211,133,Rice,28,2025-03-19,Catering Service,Brownberg,Vegan,Lunch
798,Jordan LLC,Grocery Store,"2673 Maria Knolls
Comptonborough, NY 52749",North Amanda,+1-073-137-5460,33,Salad,9,2025-03-27,Grocery Store,North Amanda,Vegetarian,Breakfast
798,Jordan LLC,Grocery Store,"2673 Maria Knolls
Comptonborough, NY 52749",North Amanda,+1-073-137-5460,129,Chicken,26,2025-03-21,Grocery Store,North Amanda,Vegan,Dinner
798,Jordan LLC,Grocery Store,"2673 Maria Knolls
Comptonborough, NY 52749",North Amanda,+1-073-137-5460,796,Pasta,8,2025-03-27,Grocery Store,North Amanda,Vegetarian,Lunch
800,"Hughes, Fuller and Sanchez",Catering Service,"19447 Michael Locks Apt. 580
Thompsonburgh, NJ 75869",East Amyfurt,(040)473-0155,708,Rice,17,2025-03-22,Catering Service,East Amyfurt,Vegan,Lunch
801,Black Group,Catering Service,"470 Renee Oval
South Julia, KY 65367",North Joseph,001-996-238-7255x85073,718,Vegetables,45,2025-03-28,Catering Service,North Joseph,Non-Vegetarian,Dinner
802,Williams Inc,Catering Service,"269 Isaiah Point Suite 901
Lake Shaneville, KS 49945",North Katherineshire,(134)266-7104x2168,398,Dairy,27,2025-03-20,Catering Service,North Katherineshire,Non-Vegetarian,Snacks
804,Jackson Ltd,Restaurant,"45950 Gould Stravenue Suite 966
Lauraton, MT 41682",North Ashley,+1-871-214-5204x667,854,Fish,33,2025-03-22,Restaurant,North Ashley,Vegan,Breakfast
806,Stone LLC,Supermarket,"88440 James Lodge Suite 431
Mariaberg, TX 24138",West Samuelfurt,450-595-9061,649,Dairy,8,2025-03-30,Supermarket,West Samuelfurt,Vegetarian,Lunch
806,Stone LLC,Supermarket,"88440 James Lodge Suite 431
Mariaberg, TX 24138",West Samuelfurt,450-595-9061,702,Bread,6,2025-03-25,Supermarket,West Samuelfurt,Vegan,Snacks
807,"Stewart, Rocha and Torres",Supermarket,"0532 Cheryl Plains
Nicholasview, WA 35943",Williamland,+1-138-470-9169x439,944,Vegetables,41,2025-03-17,Supermarket,Williamland,Vegan,Breakfast
810,"Austin, Griffin and Ward",Catering Service,"5382 Michelle Manor Apt. 817
East James, MO 47545",Lake Jason,(877)527-5031,144,Bread,18,2025-03-18,Catering Service,Lake Jason,Vegan,Lunch
810,"Austin, Griffin and Ward",Catering Service,"5382 Michelle Manor Apt. 817
East James, MO 47545",Lake Jason,(877)527-5031,358,Fruits,41,2025-03-21,Catering Service,Lake Jason,Vegetarian,Breakfast
811,Hall-Barnett,Grocery Store,"574 Sutton Lakes
North Joan, NY 91914",East Emily,+1-416-150-5940x8255,359,Bread,6,2025-03-23,Grocery Store,East Emily,Non-Vegetarian,Lunch
814,"Scott, Lopez and Baldwin",Grocery Store,"335 Mark Center
Grantport, HI 41240",Allenborough,001-590-644-2836,559,Salad,18,2025-03-22,Grocery Store,Allenborough,Vegan,Dinner
815,Brown-Butler,Grocery Store,"USCGC Steele
FPO AE 35280",Ashleyhaven,(509)390-1118,259,Rice,44,2025-03-27,Grocery Store,Ashleyhaven,Non-Vegetarian,Snacks
816,Dunlap Inc,Supermarket,"416 Mariah Ridge Suite 777
New Laurafurt, TN 19711",New Jamesburgh,909-720-0844,149,Fish,18,2025-03-20,Supermarket,New Jamesburgh,Vegetarian,Breakfast
817,Mullins Ltd,Restaurant,"762 Young Locks Apt. 246
Brownhaven, WV 44739",Walterton,+1-104-312-3559,697,Chicken,42,2025-03-21,Restaurant,Walterton,Vegan,Breakfast
824,Howard-Williams,Supermarket,"662 Brenda Inlet Apt. 504
North Calvin, AK 36811",Lopezport,(728)156-2658x7091,793,Fruits,5,2025-03-24,Supermarket,Lopezport,Vegan,Snacks
825,"Smith, Lynch and Anderson",Supermarket,"85965 Vanessa Hollow
New Patriciamouth, WA 82198",South Bryan,+1-560-761-6843x29675,255,Dairy,44,2025-03-24,Supermarket,South Bryan,Non-Vegetarian,Lunch
825,"Smith, Lynch and Anderson",Supermarket,"85965 Vanessa Hollow
New Patriciamouth, WA 82198",South Bryan,+1-560-761-6843x29675,547,Chicken,26,2025-03-23,Supermarket,South Bryan,Vegan,Snacks
825,"Smith, Lynch and Anderson",Supermarket,"85965 Vanessa Hollow
New Patriciamouth, WA 82198",South Bryan,+1-560-761-6843x29675,887,Soup,12,2025-03-21,Supermarket,South Bryan,Vegetarian,Lunch
826,"Rogers, Harmon and Gordon",Supermarket,"13984 Mann Ford Apt. 634
Port Johnside, AL 55278",Lake Karenfurt,(421)106-2871x5106,162,Pasta,50,2025-03-21,Supermarket,Lake Karenfurt,Non-Vegetarian,Breakfast
826,"Rogers, Harmon and Gordon",Supermarket,"13984 Mann Ford Apt. 634
Port Johnside, AL 55278",Lake Karenfurt,(421)106-2871x5106,172,Rice,45,2025-03-28,Supermarket,Lake Karenfurt,Non-Vegetarian,Breakfast
826,"Rogers, Harmon and Gordon",Supermarket,"13984 Mann Ford Apt. 634
Port Johnside, AL 55278",Lake Karenfurt,(421)106-2871x5106,368,Salad,1,2025-03-16,Supermarket,Lake Karenfurt,Non-Vegetarian,Lunch
827,"Stewart, Cox and Tate",Grocery Store,"Unit 7108 Box 6674
DPO AE 90873",East Kimberly,754-822-6879x75255,963,Fish,33,2025-03-16,Grocery Store,East Kimberly,Vegan,Dinner
828,Campbell LLC,Catering Service,"9892 Christopher Park Suite 948
Davidfurt, TN 47444",Torresshire,408.792.0799,51,Dairy,14,2025-03-27,Catering Service,Torresshire,Vegetarian,Snacks
828,Campbell LLC,Catering Service,"9892 Christopher Park Suite 948
Davidfurt, TN 47444",Torresshire,408.792.0799,350,Pasta,8,2025-03-21,Catering Service,Torresshire,Non-Vegetarian,Breakfast
831,Figueroa Inc,Catering Service,"5678 Washington Pines Suite 444
Millerfurt, DE 55779",Lewishaven,107.592.8920,909,Fish,10,2025-03-28,Catering Service,Lewishaven,Vegan,Snacks
834,Bruce Inc,Supermarket,"642 Schultz Divide Apt. 480
Matthewview, PA 26612",Harrishaven,(258)012-0928x8067,327,Dairy,24,2025-03-22,Supermarket,Harrishaven,Vegetarian,Breakfast
834,Bruce Inc,Supermarket,"642 Schultz Divide Apt. 480
Matthewview, PA 26612",Harrishaven,(258)012-0928x8067,378,Soup,39,2025-03-19,Supermarket,Harrishaven,Vegetarian,Lunch
835,Smith-Paul,Catering Service,"807 Taylor Stream
New Cameron, AR 20442",Thorntonbury,001-222-287-5923x26280,108,Fruits,22,2025-03-25,Catering Service,Thorntonbury,Non-Vegetarian,Snacks
835,Smith-Paul,Catering Service,"807 Taylor Stream
New Cameron, AR 20442",Thorntonbury,001-222-287-5923x26280,666,Vegetables,47,2025-03-21,Catering Service,Thorntonbury,Non-Vegetarian,Dinner
836,Phillips PLC,Catering Service,"4419 Moore Pike Apt. 613
West Cheryl, VA 40988",New Ninashire,+1-041-200-9724x3812,550,Rice,16,2025-03-29,Catering Service,New Ninashire,Vegan,Dinner
837,Horn-House,Supermarket,"59435 Benjamin Mountain
Amandamouth, VA 67842",South Charles,(274)596-0960x4039,865,Fish,25,2025-03-20,Supermarket,South Charles,Non-Vegetarian,Snacks
839,"Roth, Estrada and Vang",Grocery Store,"9894 Thornton Stream
East Wesley, VA 88439",Port Erin,(523)837-8597,276,Fruits,47,2025-03-29,Grocery Store,Port Erin,Vegan,Breakfast
840,Farmer Ltd,Restaurant,"594 Patel Road Suite 676
Autumnborough, AK 45847",Cisnerostown,924.147.5562x1759,132,Soup,20,2025-03-19,Restaurant,Cisnerostown,Non-Vegetarian,Snacks
840,Farmer Ltd,Restaurant,"594 Patel Road Suite 676
Autumnborough, AK 45847",Cisnerostown,924.147.5562x1759,538,Dairy,18,2025-03-29,Restaurant,Cisnerostown,Vegetarian,Lunch
840,Farmer Ltd,Restaurant,"594 Patel Road Suite 676
Autumnborough, AK 45847",Cisnerostown,924.147.5562x1759,700,Dairy,10,2025-03-17,Restaurant,Cisnerostown,Vegan,Breakfast
841,Smith Inc,Restaurant,"876 Mckinney Circles Suite 026
Taylorchester, OH 43657",Lake Tamara,871.082.6155x450,853,Rice,18,2025-03-27,Restaurant,Lake Tamara,Vegan,Snacks
844,Gallagher-Brown,Grocery Store,"USNV Morris
FPO AP 79488",Olsenstad,9339428554,89,Chicken,3,2025-03-27,Grocery Store,Olsenstad,Vegan,Lunch
846,Miller Inc,Supermarket,"7787 Warren Estates Suite 246
Phillipsburgh, OK 32953",South Thomasville,394.144.5269x2229,122,Fruits,7,2025-03-20,Supermarket,South Thomasville,Vegan,Snacks
846,Miller Inc,Supermarket,"7787 Warren Estates Suite 246
Phillipsburgh, OK 32953",South Thomasville,394.144.5269x2229,516,Fish,24,2025-03-23,Supermarket,South Thomasville,Non-Vegetarian,Breakfast
846,Miller Inc,Supermarket,"7787 Warren Estates Suite 246
Phillipsburgh, OK 32953",South Thomasville,394.144.5269x2229,725,Soup,47,2025-03-30,Supermarket,South Thomasville,Vegetarian,Breakfast
846,Miller Inc,Supermarket,"7787 Warren Estates Suite 246
Phillipsburgh, OK 32953",South Thomasville,394.144.5269x2229,763,Fish,33,2025-03-17,Supermarket,South Thomasville,Vegan,Snacks
847,"Pollard, Collins and Watson",Supermarket,"Unit 4908 Box 4008
DPO AE 21178",Williamsonmouth,218.505.6857x64219,178,Dairy,47,2025-03-21,Supermarket,Williamsonmouth,Vegan,Breakfast
847,"Pollard, Collins and Watson",Supermarket,"Unit 4908 Box 4008
DPO AE 21178",Williamsonmouth,218.505.6857x64219,195,Vegetables,31,2025-03-25,Supermarket,Williamsonmouth,Non-Vegetarian,Snacks
847,"Pollard, Collins and Watson",Supermarket,"Unit 4908 Box 4008
DPO AE 21178",Williamsonmouth,218.505.6857x64219,830,Vegetables,3,2025-03-25,Supermarket,Williamsonmouth,Vegetarian,Snacks
848,Fisher PLC,Supermarket,"350 Danny Flats Suite 806
Smithfort, IN 28216",Fowlerbury,+1-823-181-5943x270,81,Fruits,33,2025-03-18,Supermarket,Fowlerbury,Vegetarian,Snacks
849,Brown and Sons,Supermarket,"725 Garner Locks
Andrewchester, MI 49979",South Christopherborough,(352)481-4738,720,Dairy,1,2025-03-27,Supermarket,South Christopherborough,Vegan,Snacks
850,"Cooper, Osborn and Clark",Grocery Store,"8962 Robinson Greens Suite 631
Pricechester, LA 52710",North Stevenbury,001-548-930-4392x6738,560,Fruits,41,2025-03-18,Grocery Store,North Stevenbury,Non-Vegetarian,Snacks
850,"Cooper, Osborn and Clark",Grocery Store,"8962 Robinson Greens Suite 631
Pricechester, LA 52710",North Stevenbury,001-548-930-4392x6738,632,Fruits,45,2025-03-25,Grocery Store,North Stevenbury,Vegan,Breakfast
852,Jones-Burnett,Grocery Store,"515 Elizabeth Well Suite 591
East Paul, IN 33760",East Shanestad,001-718-367-8316,928,Bread,20,2025-03-20,Grocery Store,East Shanestad,Vegetarian,Breakfast
853,Jefferson Group,Catering Service,"668 Brown Walks
Davisfort, MI 56210",East Michelle,3908403570,430,Dairy,33,2025-03-28,Catering Service,East Michelle,Vegan,Snacks
857,Holmes-Schaefer,Supermarket,"61354 Tina Cliff
Sandershaven, UT 60062",Jordanborough,759-916-3267x89739,622,Fish,17,2025-03-24,Supermarket,Jordanborough,Vegan,Snacks
857,Holmes-Schaefer,Supermarket,"61354 Tina Cliff
Sandershaven, UT 60062",Jordanborough,759-916-3267x89739,883,Bread,8,2025-03-23,Supermarket,Jordanborough,Vegetarian,Lunch
857,Holmes-Schaefer,Supermarket,"61354 Tina Cliff
Sandershaven, UT 60062",Jordanborough,759-916-3267x89739,932,Pasta,11,2025-03-18,Supermarket,Jordanborough,Vegetarian,Dinner
858,"Petersen, Morrison and Woods",Restaurant,"7626 Stephanie Creek Suite 634
Juliashire, WI 41937",Johnsonborough,+1-978-137-1967,388,Soup,41,2025-03-25,Restaurant,Johnsonborough,Vegetarian,Dinner
858,"Petersen, Morrison and Woods",Restaurant,"7626 Stephanie Creek Suite 634
Juliashire, WI 41937",Johnsonborough,+1-978-137-1967,603,Rice,37,2025-03-28,Restaurant,Johnsonborough,Non-Vegetarian,Lunch
861,"Rogers, Robbins and Cook",Grocery Store,"9927 Russell Pike
North Barry, NM 90744",Lake Kendramouth,387-013-3363,503,Rice,40,2025-03-29,Grocery Store,Lake Kendramouth,Non-Vegetarian,Snacks
861,"Rogers, Robbins and Cook",Grocery Store,"9927 Russell Pike
North Barry, NM 90744",Lake Kendramouth,387-013-3363,561,Pasta,47,2025-03-20,Grocery Store,Lake Kendramouth,Non-Vegetarian,Lunch
862,Obrien-Carr,Grocery Store,"7915 Jacob Tunnel Suite 241
New Lisaport, HI 08755",East Tammy,096.381.4881x4011,16,Dairy,6,2025-03-26,Grocery Store,East Tammy,Vegan,Snacks
862,Obrien-Carr,Grocery Store,"7915 Jacob Tunnel Suite 241
New Lisaport, HI 08755",East Tammy,096.381.4881x4011,265,Fruits,32,2025-03-26,Grocery Store,East Tammy,Non-Vegetarian,Breakfast
863,Johnson-Mejia,Restaurant,"USNS Callahan
FPO AA 79594",Port Michael,(145)733-6977x4017,118,Dairy,42,2025-03-28,Restaurant,Port Michael,Vegan,Lunch
863,Johnson-Mejia,Restaurant,"USNS Callahan
FPO AA 79594",Port Michael,(145)733-6977x4017,177,Dairy,22,2025-03-22,Restaurant,Port Michael,Vegan,Breakfast
866,Jones-Patterson,Grocery Store,"622 Alan Park Apt. 298
Lake Kimberly, ND 78178",New Robertstad,940.354.9558,317,Dairy,22,2025-03-21,Grocery Store,New Robertstad,Non-Vegetarian,Dinner
868,"West, Martinez and Warren",Grocery Store,"185 Bruce Mission
Janeburgh, MI 52383",Rodriguezview,(042)376-1212x66871,808,Dairy,7,2025-03-23,Grocery Store,Rodriguezview,Vegetarian,Dinner
868,"West, Martinez and Warren",Grocery Store,"185 Bruce Mission
Janeburgh, MI 52383",Rodriguezview,(042)376-1212x66871,995,Rice,37,2025-03-23,Grocery Store,Rodriguezview,Vegan,Snacks
870,Mcgee PLC,Supermarket,"651 James Path
West Stephenside, MT 25848",New Hollyfurt,378-777-7668x60325,867,Soup,1,2025-03-21,Supermarket,New Hollyfurt,Vegetarian,Snacks
871,"Burke, Yates and Hicks",Supermarket,"6295 Eric Valleys Suite 028
Taylorhaven, AR 18369",Madelinechester,868-621-1107x14787,452,Vegetables,47,2025-03-23,Supermarket,Madelinechester,Vegan,Dinner
872,Calderon-Torres,Supermarket,"020 Griffin Glen Suite 717
Molinafurt, MS 51202",Ramosville,(793)661-2764,698,Rice,16,2025-03-22,Supermarket,Ramosville,Non-Vegetarian,Lunch
873,Parsons and Sons,Catering Service,"52339 Angela Circle
Stevenville, WY 85182",East Sonyaport,169-470-3250x7530,637,Chicken,49,2025-03-30,Catering Service,East Sonyaport,Non-Vegetarian,Lunch
874,Long-Alexander,Catering Service,"4601 Samuel Ranch Suite 442
New Ronald, SC 13631",Priceland,328-638-0829x010,45,Fish,17,2025-03-24,Catering Service,Priceland,Non-Vegetarian,Lunch
874,Long-Alexander,Catering Service,"4601 Samuel Ranch Suite 442
New Ronald, SC 13631",Priceland,328-638-0829x010,612,Vegetables,45,2025-03-17,Catering Service,Priceland,Non-Vegetarian,Lunch
875,Mendoza-Espinoza,Grocery Store,"8229 Sheila Trail
New Erica, DE 07371",South William,029-780-2681x85712,871,Chicken,7,2025-03-16,Grocery Store,South William,Non-Vegetarian,Lunch
876,Rosario-Porter,Grocery Store,"538 Ramsey Trace
Romeroland, MA 69729",Brookeland,867-595-3131,328,Chicken,36,2025-03-19,Grocery Store,Brookeland,Vegetarian,Snacks
876,Rosario-Porter,Grocery Store,"538 Ramsey Trace
Romeroland, MA 69729",Brookeland,867-595-3131,980,Chicken,2,2025-03-27,Grocery Store,Brookeland,Vegan,Dinner
879,Hughes Ltd,Supermarket,"Unit 7379 Box 0879
DPO AP 36544",Lake Michael,(512)654-3742x7158,511,Salad,25,2025-03-27,Supermarket,Lake Michael,Vegan,Snacks
880,Johnson-Brown,Catering Service,"06136 Jessica Parkways
Littletown, CA 68113",Sheenashire,252-571-8129,514,Salad,20,2025-03-24,Catering Service,Sheenashire,Vegetarian,Snacks
882,"Freeman, Allen and Castaneda",Supermarket,"58124 Reeves Stream Suite 880
Dayfurt, IA 16577",Jenniferville,(162)139-2884,287,Salad,20,2025-03-17,Supermarket,Jenniferville,Vegan,Breakfast
883,"Lewis, Wagner and Solis",Supermarket,"250 Chloe Common
South Elizabethbury, NH 23690",New Jacob,001-094-480-8706,298,Chicken,2,2025-03-22,Supermarket,New Jacob,Vegetarian,Lunch
883,"Lewis, Wagner and Solis",Supermarket,"250 Chloe Common
South Elizabethbury, NH 23690",New Jacob,001-094-480-8706,526,Rice,11,2025-03-30,Supermarket,New Jacob,Vegetarian,Lunch
885,"Spears, Anderson and Huffman",Restaurant,"4257 Roberto Squares
New Timothyhaven, NY 01630",Lake Stephen,1906277080,385,Pasta,7,2025-03-25,Restaurant,Lake Stephen,Non-Vegetarian,Dinner
885,"Spears, Anderson and Huffman",Restaurant,"4257 Roberto Squares
New Timothyhaven, NY 01630",Lake Stephen,1906277080,579,Dairy,44,2025-03-24,Restaurant,Lake Stephen,Vegetarian,Breakfast
886,Gentry and Sons,Restaurant,"913 Katrina Mountains Apt. 164
East Thomas, NJ 59999",New Tiffanystad,(845)076-7276,301,Rice,35,2025-03-24,Restaurant,New Tiffanystad,Vegan,Breakfast
887,Preston-Smith,Supermarket,"18358 Moore Spring Suite 713
Gordonshire, MT 45298",Strongmouth,(813)326-3277x75776,756,Bread,5,2025-03-19,Supermarket,Strongmouth,Vegan,Snacks
887,Preston-Smith,Supermarket,"18358 Moore Spring Suite 713
Gordonshire, MT 45298",Strongmouth,(813)326-3277x75776,847,Pasta,29,2025-03-21,Supermarket,Strongmouth,Vegan,Dinner
